AGI	object name	GO term	GO ID	Aspect	GOslim term
AT2G01250	AT2G01250.1	structural constituent of ribosome	GO:0003735	func	structural molecule activity
AT2G01250	AT2G01250.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT2G01250	AT2G01250.1	large ribosomal subunit	GO:0015934	comp	other intracellular components
AT2G01260	AT2G01260.2	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01260	AT2G01260.3	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01260	AT2G01260.3	mitochondrion	GO:0005739	comp	mitochondria
AT2G01270	AT2G01270.1	endomembrane system	GO:0012505	comp	other membranes
AT2G01270	AT2G01270.1	thiol-disulfide exchange intermediate activity	GO:0030508	func	other enzyme activity
AT2G01280	AT2G01280.1	RNA polymerase II transcription factor activity	GO:0003702	func	other molecular functions
AT2G01280	AT2G01280.1	transcription factor complex	GO:0005667	comp	other intracellular components
AT2G01280	AT2G01280.1	transcription initiation	GO:0006352	proc	transcription
AT2G01280	AT2G01280.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT2G01280	AT2G01280.1	cation:chloride cotransporter activity	GO:0015377	func	transporter activity
AT2G01290	AT2G01290.1	ribose-5-phosphate isomerase activity	GO:0004751	func	other enzyme activity
AT2G01290	AT2G01290.1	5-phosphoribose 1-diphosphate biosynthesis	GO:0006015	proc	other physiological processes
AT2G01290	AT2G01290.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01290	AT2G01290.1	"pentose-phosphate shunt, non-oxidative branch"	GO:0009052	proc	electron transport or energy pathways
AT2G01290	AT2G01290.1	reductive pentose-phosphate cycle	GO:0019253	proc	other physiological processes
AT2G01290	AT2G01290.1	D-ribose catabolism	GO:0019303	proc	other physiological processes
AT2G01290	AT2G01290.1	glucose catabolism to lactate and acetate	GO:0019658	proc	electron transport or energy pathways
AT2G01300	AT2G01300.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01300	AT2G01300.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01300	AT2G01300.1	chloroplast	GO:0009507	comp	chloroplast
AT2G01310	AT2G01310.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01310	AT2G01310.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01310	AT2G01310.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01320	AT2G01320.1	"ATPase activity, coupled to transmembrane movement of substances"	GO:0042626	func	transporter activity
AT2G01330	AT2G01330.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01330	AT2G01330.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT2G01330	AT2G01330.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01350	AT2G01350.2	nicotinate-nucleotide diphosphorylase (carboxylating) activity	GO:0004514	func	transferase activity
AT2G01350	AT2G01350.1	mitochondrion	GO:0005739	comp	mitochondria
AT2G01350	AT2G01350.2	NAD biosynthesis	GO:0009435	proc	other physiological processes
AT2G01350	AT2G01350.2	endomembrane system	GO:0012505	comp	other membranes
AT2G01350	AT2G01350.2	pyridine nucleotide biosynthesis	GO:0019363	proc	other physiological processes
AT2G01360	AT2G01360.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01360	AT2G01360.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01390	AT2G01390.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01390	AT2G01390.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01390	AT2G01390.1	chloroplast	GO:0009507	comp	chloroplast
AT2G01400	AT2G01400.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01400	AT2G01400.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01400	AT2G01400.1	chloroplast	GO:0009507	comp	chloroplast
AT2G01410	AT2G01410.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01410	AT2G01410.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01410	AT2G01410.1	endomembrane system	GO:0012505	comp	other membranes
AT2G01420	AT2G01420.1	transporter activity	GO:0005215	func	transporter activity
AT2G01420	PIN4	pattern specification	GO:0007389	proc	developmental processes
AT2G01420	AT2G01420.2	auxin:hydrogen symporter activity	GO:0009672	func	transporter activity
AT2G01420	AT2G01420.2	auxin polar transport	GO:0009926	proc	transport
AT2G01420	AT2G01420.2	endomembrane system	GO:0012505	comp	other membranes
AT2G01420	AT2G01420.2	integral to membrane	GO:0016021	comp	other cellular components
AT2G01420	PIN4	root development	GO:0048364	proc	developmental processes
AT2G01430	AT2G01430.1	transcription factor activity	GO:0003700	func	transcription factor activity
AT2G01430	AT2G01430.1	nucleus	GO:0005634	comp	nucleus
AT2G01430	AT2G01430.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT2G01440	AT2G01440.1	DNA repair	GO:0006281	proc	other biological processes
AT2G01440	AT2G01440.1	DNA recombination	GO:0006310	proc	DNA or RNA metabolism
AT2G01440	AT2G01440.1	ATP-dependent helicase activity	GO:0008026	func	other enzyme activity
AT2G01440	AT2G01440.1	chloroplast	GO:0009507	comp	chloroplast
AT2G01450	AT2G01450.4	MAP kinase activity	GO:0004707	func	other molecular functions
AT2G01450	AT2G01450.4	signal transduction	GO:0007165	proc	signal transduction
AT2G01460	AT2G01460.1	ATP binding	GO:0005524	func	nucleotide binding
AT2G01460	AT2G01460.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01460	AT2G01460.1	biosynthesis	GO:0009058	proc	other metabolic processes
AT2G01460	AT2G01460.1	kinase activity	GO:0016301	func	kinase activity
AT2G01470	AT2G01470.1	nucleotide binding	GO:0000166	func	nucleotide binding
AT2G01470	STL2P	ER to Golgi vesicle-mediated transport	GO:0006888	proc	cell organization and biogenesis
AT2G01470	STL2P	integral to endoplasmic reticulum membrane	GO:0030176	comp	other intracellular components
AT2G01480	AT2G01480.1	chloroplast	GO:0009507	comp	chloroplast
AT2G01490	AT2G01490.1	N-terminal protein myristoylation	GO:0006499	proc	other physiological processes
AT2G01490	AT2G01490.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01490	AT2G01490.1	phytanoyl-CoA dioxygenase activity	GO:0048244	func	other enzyme activity
AT2G01500	HOS9	transcription factor activity	GO:0003700	func	transcription factor activity
AT2G01500	HOS9	nucleus	GO:0005634	comp	nucleus
AT2G01500	HOS9	response to cold	GO:0009409	proc	response to abiotic or biotic stimulus
AT2G01500	PFS2	leaf morphogenesis	GO:0009965	proc	developmental processes
AT2G01500	PFS2	cell growth	GO:0016049	proc	cell organization and biogenesis
AT2G01500	PFS2	embryo sac morphogenesis	GO:0048314	proc	developmental processes
AT2G01500	PFS2	primary endosperm nucleus	GO:0048353	comp	nucleus
AT2G01500	PFS2	leaf development	GO:0048366	proc	developmental processes
AT2G01500	PFS2	floral organ development	GO:0048437	proc	developmental processes
AT2G01500	PFS2	petal morphogenesis	GO:0048446	proc	developmental processes
AT2G01500	PFS2	ovule morphogenesis	GO:0048482	proc	developmental processes
AT2G01500	PFS2	cell division	GO:0051301	proc	other physiological processes
AT2G01510	AT2G01510.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01510	AT2G01510.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01510	AT2G01510.1	mitochondrion	GO:0005739	comp	mitochondria
AT2G01520	AT2G01520.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01520	AT2G01520.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01520	AT2G01520.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01530	AT2G01530.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01530	AT2G01530.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01530	AT2G01530.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01540	AT2G01540.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01540	AT2G01540.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01540	AT2G01540.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01550	AT2G01550.1	RNA-directed DNA polymerase activity	GO:0003964	func	transferase activity
AT2G01570	AT2G01570.1	transcription factor activity	GO:0003700	func	transcription factor activity
AT2G01570	AT2G01570.1	nucleus	GO:0005634	comp	nucleus
AT2G01570	RGA1	response to salt stress	GO:0009651	proc	response to abiotic or biotic stimulus
AT2G01570	RGA1	response to ethylene stimulus	GO:0009723	proc	other biological processes
AT2G01570	RGA1	response to abscisic acid stimulus	GO:0009737	proc	other biological processes
AT2G01570	AT2G01570.1	gibberellic acid mediated signaling	GO:0009740	proc	other physiological processes
AT2G01570	RGA1	hyperosmotic salinity response	GO:0042538	proc	response to abiotic or biotic stimulus
AT2G01570	AT2G01570.1	regulation of transcription	GO:0045449	proc	other physiological processes
AT2G01580	AT2G01580.1	chloroplast	GO:0009507	comp	chloroplast
AT2G01590	AT2G01590.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01590	AT2G01590.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01590	AT2G01590.1	chloroplast	GO:0009507	comp	chloroplast
AT2G01600	AT2G01600.1	binding	GO:0005488	func	other binding
AT2G01600	AT2G01600.1	mitochondrion	GO:0005739	comp	mitochondria
AT2G01600	AT2G01600.1	N-terminal protein myristoylation	GO:0006499	proc	other physiological processes
AT2G01610	AT2G01610.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01610	AT2G01610.1	endomembrane system	GO:0012505	comp	other membranes
AT2G01610	AT2G01610.1	pectinesterase inhibitor activity	GO:0046910	func	other molecular functions
AT2G01620	AT2G01620.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01630	AT2G01630.1	"hydrolase activity, hydrolyzing O-glycosyl compounds"	GO:0004553	func	hydrolase activity
AT2G01630	AT2G01630.1	carbohydrate metabolism	GO:0005975	proc	other metabolic processes
AT2G01630	AT2G01630.1	anchored to membrane	GO:0031225	comp	other cellular components
AT2G01640	AT2G01640.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01640	AT2G01640.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01640	AT2G01640.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01650	PUX2	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01650	AT2G01650.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT2G01650	AT2G01650.1	zinc ion binding	GO:0008270	func	other binding
AT2G01650	PUX2	extrinsic to membrane	GO:0019898	comp	other cellular components
AT2G01660	AT2G01660.2	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01660	AT2G01660.2	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01660	AT2G01660.2	endomembrane system	GO:0012505	comp	other membranes
AT2G01670	AT2G01670.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01670	AT2G01670.1	mitochondrion	GO:0005739	comp	mitochondria
AT2G01670	AT2G01670.1	hydrolase activity	GO:0016787	func	hydrolase activity
AT2G01680	AT2G01680.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01680	AT2G01680.1	protein binding	GO:0005515	func	protein binding
AT2G01680	AT2G01680.1	endomembrane system	GO:0012505	comp	other membranes
AT2G01690	AT2G01690.2	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01700	AT2G01700.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01700	AT2G01700.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01700	AT2G01700.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01710	AT2G01710.1	protein folding	GO:0006457	proc	other physiological processes
AT2G01710	AT2G01710.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01710	AT2G01710.1	heat shock protein binding	GO:0031072	func	protein binding
AT2G01710	AT2G01710.1	unfolded protein binding	GO:0051082	func	protein binding
AT2G01720	AT2G01720.1	oligosaccharyl transferase activity	GO:0004576	func	transferase activity
AT2G01720	AT2G01720.1	protein amino acid glycosylation	GO:0006486	proc	other physiological processes
AT2G01720	AT2G01720.1	cell wall (sensu Magnoliophyta)	GO:0009505	comp	cell wall
AT2G01735	AT2G01735.1	zinc ion binding	GO:0008270	func	other binding
AT2G01735	AT2G01735.1	chloroplast	GO:0009507	comp	chloroplast
AT2G01740	AT2G01740.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01740	AT2G01740.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01740	AT2G01740.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01750	AT2G01750.1	microtubule	GO:0005874	comp	other intracellular components
AT2G01750	AT2G01750.1	cytoskeleton organization and biogenesis	GO:0007010	proc	cell organization and biogenesis
AT2G01750	AT2G01750.1	microtubule binding	GO:0008017	func	protein binding
AT2G01760	ARR14	two-component response regulator activity	GO:0000156	func	other molecular functions
AT2G01760	AT2G01760.1	transcription factor activity	GO:0003700	func	transcription factor activity
AT2G01760	AT2G01760.1	nucleus	GO:0005634	comp	nucleus
AT2G01760	AT2G01760.1	cytokinin mediated signaling	GO:0009736	proc	other physiological processes
AT2G01770	AT2G01770.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01770	AT2G01770.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01770	AT2G01770.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01780	AT2G01780.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01780	AT2G01780.1	sugar binding	GO:0005529	func	other binding
AT2G01780	AT2G01780.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01790	AT2G01790.1	N-terminal protein myristoylation	GO:0006499	proc	other physiological processes
AT2G01790	AT2G01790.1	endomembrane system	GO:0012505	comp	other membranes
AT2G01800	AT2G01800.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01800	AT2G01800.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01800	AT2G01800.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01810	AT2G01810.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT2G01810	AT2G01810.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT2G01810	AT2G01810.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01820	AT2G01820.1	protein kinase activity	GO:0004672	func	transferase activity
AT2G01820	AT2G01820.1	protein serine/threonine kinase activity	GO:0004674	func	transferase activity
AT2G01820	AT2G01820.1	protein-tyrosine kinase activity	GO:0004713	func	transferase activity
AT2G01820	AT2G01820.1	ATP binding	GO:0005524	func	nucleotide binding
AT2G01820	AT2G01820.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT2G01820	AT2G01820.1	cell wall (sensu Magnoliophyta)	GO:0009505	comp	cell wall
AT2G01820	AT2G01820.1	transferase activity	GO:0016740	func	transferase activity
AT2G01830	WOL	protein histidine kinase activity	GO:0004673	func	transferase activity
AT2G01830	AT2G01830.2	mitochondrion	GO:0005739	comp	mitochondria
AT2G01830	AT2G01830.1	cytokinin mediated signaling	GO:0009736	proc	other physiological processes
AT2G01830	WOL	cytokinin receptor activity	GO:0009884	func	receptor binding or activity
AT2G01830	WOL	regulation of seed germination	GO:0010029	proc	other physiological processes
AT2G01830	AT2G01830.3	membrane	GO:0016020	comp	other membranes
AT2G01830	WOL	regulation of shoot development	GO:0048831	proc	other biological processes
AT2G01850	EXGT-A3	vascular tissue development (sensu Tracheophyta)	GO:0010087	proc	developmental processes
AT2G01850	AT2G01850.1	endomembrane system	GO:0012505	comp	other membranes
AT2G01850	EXGT-A3	xyloglucan:xyloglucosyl transferase activity	GO:0016762	func	transferase activity
AT2G01850	AT2G01850.1	"hydrolase activity, acting on glycosyl bonds"	GO:0016798	func	hydrolase activity
AT2G01860	AT2G01860.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01860	AT2G01860.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01860	AT2G01860.1	chloroplast	GO:0009507	comp	chloroplast
AT2G01870	AT2G01870.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01870	AT2G01870.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01870	AT2G01870.1	thylakoid membrane (sensu Viridiplantae)	GO:0009535	comp	other intracellular components
AT2G01880	AT2G01880.1	acid phosphatase activity	GO:0003993	func	hydrolase activity
AT2G01880	AT2G01880.1	protein serine/threonine phosphatase activity	GO:0004722	func	hydrolase activity
AT2G01880	AT2G01880.1	endomembrane system	GO:0012505	comp	other membranes
AT2G01890	AT2G01890.1	acid phosphatase activity	GO:0003993	func	hydrolase activity
AT2G01890	AT2G01890.2	protein serine/threonine phosphatase activity	GO:0004722	func	hydrolase activity
AT2G01890	AT2G01890.2	endomembrane system	GO:0012505	comp	other membranes
AT2G01890	PAP8	dephosphorylation	GO:0016311	proc	other physiological processes
AT2G01900	AT2G01900.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01900	AT2G01900.1	mitochondrion	GO:0005739	comp	mitochondria
AT2G01900	AT2G01900.1	hydrolase activity	GO:0016787	func	hydrolase activity
AT2G01910	AT2G01910.1	mitochondrion	GO:0005739	comp	mitochondria
AT2G01910	AT2G01910.1	microtubule binding	GO:0008017	func	protein binding
AT2G01910	AT2G01910.1	plastid	GO:0009536	comp	plastid
AT2G01920	AT2G01920.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01920	AT2G01920.1	binding	GO:0005488	func	other binding
AT2G01920	AT2G01920.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01930	AT2G01930.2	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01930	AT2G01930.2	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01930	AT2G01930.2	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G01940	AT2G01940.2	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT2G01940	AT2G01940.1	transcription factor activity	GO:0003700	func	transcription factor activity
AT2G01940	SGR5	nucleus	GO:0005634	comp	nucleus
AT2G01940	AT2G01940.2	zinc ion binding	GO:0008270	func	other binding
AT2G01940	SGR5	negative gravitropism	GO:0009959	proc	response to abiotic or biotic stimulus
AT2G01940	AT2G01940.1	regulation of transcription	GO:0045449	proc	other physiological processes
AT2G01950	AT2G01950.1	protein serine/threonine kinase activity	GO:0004674	func	transferase activity
AT2G01950	AT2G01950.1	ATP binding	GO:0005524	func	nucleotide binding
AT2G01950	AT2G01950.1	mitochondrion	GO:0005739	comp	mitochondria
AT2G01950	AT2G01950.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT2G01950	AT2G01950.1	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	proc	signal transduction
AT2G01960	AT2G01960.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01960	AT2G01960.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01960	AT2G01960.1	endomembrane system	GO:0012505	comp	other membranes
AT2G01970	AT2G01970.1	transporter activity	GO:0005215	func	transporter activity
AT2G01970	AT2G01970.1	transport	GO:0006810	proc	transport
AT2G01970	AT2G01970.1	cell wall (sensu Magnoliophyta)	GO:0009505	comp	cell wall
AT2G01970	AT2G01970.1	integral to membrane	GO:0016021	comp	other cellular components
AT2G01980	SOS1	plasma membrane	GO:0005886	comp	plasma membrane
AT2G01980	SOS1	sodium ion transport	GO:0006814	proc	transport
AT2G01980	SOS1	response to salt stress	GO:0009651	proc	response to abiotic or biotic stimulus
AT2G01980	SOS1	high affinity potassium ion import	GO:0010163	proc	transport
AT2G01980	SOS1	sodium:hydrogen antiporter activity	GO:0015385	func	transporter activity
AT2G01990	AT2G01990.1	biological process unknown	GO:0000004	proc	biological process unknown
AT2G01990	AT2G01990.1	molecular function unknown	GO:0005554	func	molecular function unknown
AT2G01990	AT2G01990.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G02000	AT2G02000.1	calmodulin binding	GO:0005516	func	protein binding
AT2G02000	AT2G02000.1	glutamate decarboxylation to succinate	GO:0006540	proc	electron transport or energy pathways
AT2G02000	AT2G02000.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G02000	AT2G02000.1	carboxylic acid metabolism	GO:0019752	proc	other physiological processes
AT2G02010	AT2G02010.1	calmodulin binding	GO:0005516	func	protein binding
AT2G02010	AT2G02010.1	glutamate decarboxylation to succinate	GO:0006540	proc	electron transport or energy pathways
AT2G02010	AT2G02010.1	cellular component unknown	GO:0008372	comp	cellular component unknown
AT2G02010	AT2G02010.1	carboxylic acid metabolism	GO:0019752	proc	other physiological processes
AT2G02020	AT2G02020.1	transporter activity	GO:0005215	func	transporter activity
AT2G02020	AT2G02020.1	oligopeptide transport	GO:0006857	proc	transport
AT2G02020	AT2G02020.1	membrane	GO:0016020	comp	other membranes
AT2G02040	AT2G02040.1	transporter activity	GO:0005215	func	transporter activity
AT2G02040	ATPTR2-B	peptide transporter activity	GO:0015197	func	transporter activity
AT2G02040	ATPTR2-B	peptide transport	GO:0015833	proc	transport
AT2G02040	AT2G02040.1	membrane	GO:0016020	comp	other membranes
AT2G02050	AT2G02050.1	mitochondrion	GO:0005739	comp	mitochondria
AT2G02050	AT2G02050.1	"mitochondrial electron transport, NADH to ubiquinone"	GO:0006120	proc	electron transport or energy pathways
AT2G02050	AT2G02050.1	NADH dehydrogenase (ubiquinone) activity	GO:0008137	func	other enzyme activity
AT2G02050	AT2G02050.1	photorespiration	GO:0009853	proc	other physiological processes
AT2G02050	AT2G02050.1	mitochondrial membrane	GO:0031966	comp	other intracellular components
AT2G02050	AT2G02050.1	NADH dehydrogenase complex (ubiquinone)	GO:0045279	comp	other intracellular components
AT2G02060	AT2G02060.1	transcription factor activity	GO:0003700	func	transcription factor activity
AT2G02060	AT2G02060.1	nucleus	GO:0005634	comp	nucleus
AT2G02060	AT2G02060.1	chloroplast	GO:0009507	comp	chloroplast
AT2G02060	AT2G02060.1	regulation of transcription	GO:0045449	proc	other physiological processes
AT2G02070	AT2G02070.1	nucleic acid binding	GO:0003676	func	nucleic acid binding
AT2G02070	AT2G02070.1	transcription factor activity	GO:0003700	func	transcription factor activity
AT2G02070	AT2G02070.1	intracellular	GO:0005622	comp	other intracellular components
AT2G02070	AT2G02070.1	zinc ion binding	GO:0008270	func	other binding
AT2G02070	AT2G02070.1	chloroplast	GO:0009507	comp	chloroplast
AT2G02070	AT2G02070.1	regulation of transcription	GO:0045449	proc	other physiological processes
AT2G02080	AT2G02080.1	transcription factor activity	GO:0003700	func	transcription factor activity
AT2G02080	AT2G02080.1	intracellular	GO:0005622	comp	other intracellular components
AT2G02080	AT2G02080.1	chloroplast	GO:0009507	comp	chloroplast
AT2G02090	AT2G02090.1	DNA binding	GO:0003677	func	DNA or RNA binding
AT2G02090	AT2G02090.1	helicase activity	GO:0004386	func	other enzyme activity
AT2G02090	AT2G02090.1	ATP binding	GO:0005524	func	nucleotide binding
AT2G02090	AT2G02090.1	chloroplast	GO:0009507	comp	chloroplast
