AGI	object name	GO term	GO ID	Aspect	GOslim term
AT5G01170	AT5G01170	molecular_function	GO:0003674	func	unknown molecular functions
AT5G01170	AT5G01170	biological_process	GO:0008150	proc	unknown biological processes
AT5G01175	AT5G01175	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01175	AT5G01175	molecular_function	GO:0003674	func	unknown molecular functions
AT5G01175	AT5G01175	biological_process	GO:0008150	proc	unknown biological processes
AT5G01180	AT5G01180	membrane	GO:0016020	comp	other membranes
AT5G01180	AT5G01180	plasma membrane	GO:0005886	comp	plasma membrane
AT5G01180	AT5G01180	transporter activity	GO:0005215	func	transporter activity
AT5G01180	AT5G01180	transporter activity	GO:0005215	func	transporter activity
AT5G01180	AT5G01180	oligopeptide transport	GO:0006857	proc	transport
AT5G01180	AT5G01180	pollen tube growth	GO:0009860	proc	developmental processes
AT5G01180	AT5G01180	pollen tube growth	GO:0009860	proc	other cellular processes
AT5G01180	AT5G01180	dipeptide transporter activity	GO:0042936	func	transporter activity
AT5G01180	AT5G01180	dipeptide transport	GO:0042938	proc	transport
AT5G01185	AT5G01185	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01185	AT5G01185	molecular_function	GO:0003674	func	unknown molecular functions
AT5G01185	AT5G01185	biological_process	GO:0008150	proc	unknown biological processes
AT5G01190	AT5G01190.1	endomembrane system	GO:0012505	comp	other cellular components
AT5G01190	AT5G01190.1	lignin catabolic process	GO:0046274	proc	other cellular processes
AT5G01190	AT5G01190.1	lignin catabolic process	GO:0046274	proc	other metabolic processes
AT5G01190	AT5G01190.1	apoplast	GO:0048046	comp	extracellular
AT5G01190	AT5G01190.1	oxidation reduction	GO:0055114	proc	other metabolic processes
AT5G01190	AT5G01190	laccase activity	GO:0008471	func	other enzyme activity
AT5G01200	AT5G01200	DNA binding	GO:0003677	func	DNA or RNA binding
AT5G01200	AT5G01200	transcription factor activity	GO:0003700	func	transcription factor activity
AT5G01200	AT5G01200	transcription factor activity	GO:0003700	func	transcription factor activity
AT5G01200	AT5G01200	"regulation of transcription, DNA-dependent"	GO:0006355	proc	transcription
AT5G01200	AT5G01200	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other cellular processes
AT5G01200	AT5G01200	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other metabolic processes
AT5G01210	AT5G01210.1	"transferase activity, transferring acyl groups other than amino-acyl groups"	GO:0016747	func	transferase activity
AT5G01210	AT5G01210	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01210	AT5G01210	transferase activity	GO:0016740	func	transferase activity
AT5G01210	AT5G01210	biological_process	GO:0008150	proc	unknown biological processes
AT5G01215	AT5G01215	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01215	AT5G01215	molecular_function	GO:0003674	func	unknown molecular functions
AT5G01215	AT5G01215	biological_process	GO:0008150	proc	unknown biological processes
AT5G01220	AT5G01220.1	chloroplast	GO:0009507	comp	chloroplast
AT5G01220	AT5G01220.1	chloroplast envelope	GO:0009941	comp	plastid
AT5G01220	AT5G01220.1	chloroplast envelope	GO:0009941	comp	chloroplast
AT5G01220	AT5G01220.1	chloroplast envelope	GO:0009941	comp	other cytoplasmic components
AT5G01220	AT5G01220.1	chloroplast envelope	GO:0009941	comp	other intracellular components
AT5G01220	AT5G01220	UDP-glycosyltransferase activity	GO:0008194	func	transferase activity
AT5G01220	AT5G01220	glycolipid biosynthetic process	GO:0009247	proc	other cellular processes
AT5G01220	AT5G01220	glycolipid biosynthetic process	GO:0009247	proc	other metabolic processes
AT5G01220	AT5G01220	cellular response to phosphate starvation	GO:0016036	proc	response to stress
AT5G01220	AT5G01220	cellular response to phosphate starvation	GO:0016036	proc	other cellular processes
AT5G01220	AT5G01220	UDP-sulfoquinovose:DAG sulfoquinovosyltransferase activity	GO:0046510	func	transferase activity
AT5G01220	AT5G01220	sulfolipid biosynthetic process	GO:0046506	proc	other cellular processes
AT5G01220	AT5G01220	sulfolipid biosynthetic process	GO:0046506	proc	other metabolic processes
AT5G01220	AT5G01220	"transferase activity, transferring glycosyl groups"	GO:0016757	func	transferase activity
AT5G01225	AT5G01225	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01225	AT5G01225	molecular_function	GO:0003674	func	unknown molecular functions
AT5G01225	AT5G01225	biological_process	GO:0008150	proc	unknown biological processes
AT5G01230	AT5G01230.1	methyltransferase activity	GO:0008168	func	transferase activity
AT5G01230	AT5G01230.1	rRNA methylation	GO:0031167	proc	other cellular processes
AT5G01230	AT5G01230.1	rRNA methylation	GO:0031167	proc	other metabolic processes
AT5G01230	AT5G01230.1	rRNA methylation	GO:0031167	proc	cell organization and biogenesis
AT5G01230	AT5G01230	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01230	AT5G01230	methyltransferase activity	GO:0008168	func	transferase activity
AT5G01230	AT5G01230.2	methyltransferase activity	GO:0008168	func	transferase activity
AT5G01230	AT5G01230.2	rRNA methylation	GO:0031167	proc	other cellular processes
AT5G01230	AT5G01230.2	rRNA methylation	GO:0031167	proc	other metabolic processes
AT5G01230	AT5G01230.2	rRNA methylation	GO:0031167	proc	cell organization and biogenesis
AT5G01240	AT5G01240	membrane	GO:0016020	comp	other membranes
AT5G01240	AT5G01240	transporter activity	GO:0005215	func	transporter activity
AT5G01240	AT5G01240	transporter activity	GO:0005215	func	transporter activity
AT5G01240	AT5G01240	amino acid transport	GO:0006865	proc	transport
AT5G01240	AT5G01240.2	endomembrane system	GO:0012505	comp	other cellular components
AT5G01250	AT5G01250.1	Golgi stack	GO:0005795	comp	Golgi apparatus
AT5G01250	AT5G01250.1	Golgi stack	GO:0005795	comp	other cytoplasmic components
AT5G01250	AT5G01250.1	Golgi stack	GO:0005795	comp	other intracellular components
AT5G01250	AT5G01250	transferase activity	GO:0016740	func	transferase activity
AT5G01250	AT5G01250	biological_process	GO:0008150	proc	unknown biological processes
AT5G01250	AT5G01250	"transferase activity, transferring glycosyl groups"	GO:0016757	func	transferase activity
AT5G01250	AT5G01250	"transferase activity, transferring glycosyl groups"	GO:0016757	func	transferase activity
AT5G01260	AT5G01260.1	catalytic activity	GO:0003824	func	other enzyme activity
AT5G01260	AT5G01260.1	carbohydrate metabolic process	GO:0005975	proc	other metabolic processes
AT5G01260	AT5G01260.1	carbohydrate binding	GO:0030246	func	other binding
AT5G01260	AT5G01260	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01260	AT5G01260	catalytic activity	GO:0003824	func	other enzyme activity
AT5G01260	AT5G01260	carbohydrate metabolic process	GO:0005975	proc	other metabolic processes
AT5G01260	AT5G01260.2	catalytic activity	GO:0003824	func	other enzyme activity
AT5G01260	AT5G01260.2	carbohydrate metabolic process	GO:0005975	proc	other metabolic processes
AT5G01260	AT5G01260.2	carbohydrate binding	GO:0030246	func	other binding
AT5G01270	AT5G01270.1	intracellular	GO:0005622	comp	other intracellular components
AT5G01270	AT5G01270	double-stranded RNA binding	GO:0003725	func	DNA or RNA binding
AT5G01270	AT5G01270	phosphatase activity	GO:0016791	func	hydrolase activity
AT5G01270	AT5G01270	response to osmotic stress	GO:0006970	proc	response to stress
AT5G01270	AT5G01270	response to osmotic stress	GO:0006970	proc	response to abiotic or biotic stimulus
AT5G01270	AT5G01270	response to auxin stimulus	GO:0009733	proc	other biological processes
AT5G01270	AT5G01270	developmental growth	GO:0048589	proc	other biological processes
AT5G01280	AT5G01280	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01280	AT5G01280	molecular_function	GO:0003674	func	unknown molecular functions
AT5G01280	AT5G01280	biological_process	GO:0008150	proc	unknown biological processes
AT5G01290	AT5G01290	mRNA guanylyltransferase activity	GO:0004484	func	transferase activity
AT5G01290	AT5G01290	mRNA capping	GO:0006370	proc	other cellular processes
AT5G01290	AT5G01290	mRNA capping	GO:0006370	proc	other metabolic processes
AT5G01290	AT5G01290	mRNA processing	GO:0006397	proc	other cellular processes
AT5G01290	AT5G01290	mRNA processing	GO:0006397	proc	other metabolic processes
AT5G01290	AT5G01290.1	nucleus	GO:0005634	comp	nucleus
AT5G01290	AT5G01290.1	mRNA guanylyltransferase activity	GO:0004484	func	transferase activity
AT5G01290	AT5G01290.1	phosphatase activity	GO:0016791	func	hydrolase activity
AT5G01290	AT5G01290.1	polynucleotide 5'-phosphatase activity	GO:0004651	func	hydrolase activity
AT5G01290	AT5G01290.1	protein tyrosine phosphatase activity	GO:0004725	func	hydrolase activity
AT5G01290	AT5G01290.1	protein tyrosine/serine/threonine phosphatase activity	GO:0008138	func	hydrolase activity
AT5G01290	AT5G01290.1	dephosphorylation	GO:0016311	proc	other cellular processes
AT5G01290	AT5G01290.1	dephosphorylation	GO:0016311	proc	other metabolic processes
AT5G01290	AT5G01290.1	mRNA capping	GO:0006370	proc	other cellular processes
AT5G01290	AT5G01290.1	mRNA capping	GO:0006370	proc	other metabolic processes
AT5G01290	AT5G01290.1	mRNA processing	GO:0006397	proc	other cellular processes
AT5G01290	AT5G01290.1	mRNA processing	GO:0006397	proc	other metabolic processes
AT5G01290	AT5G01290.1	protein amino acid dephosphorylation	GO:0006470	proc	protein metabolism
AT5G01290	AT5G01290.1	protein amino acid dephosphorylation	GO:0006470	proc	other cellular processes
AT5G01290	AT5G01290.1	protein amino acid dephosphorylation	GO:0006470	proc	other metabolic processes
AT5G01300	AT5G01300	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01300	AT5G01300	phosphatidylethanolamine binding	GO:0008429	func	other binding
AT5G01300	AT5G01300	biological_process	GO:0008150	proc	unknown biological processes
AT5G01310	AT5G01310.1	chloroplast	GO:0009507	comp	chloroplast
AT5G01310	AT5G01310.1	intracellular	GO:0005622	comp	other intracellular components
AT5G01310	AT5G01310.1	nucleus	GO:0005634	comp	nucleus
AT5G01310	AT5G01310	transcription factor activity	GO:0003700	func	transcription factor activity
AT5G01310	AT5G01310	transcription factor activity	GO:0003700	func	transcription factor activity
AT5G01310	AT5G01310	regulation of transcription	GO:0045449	proc	transcription
AT5G01310	AT5G01310	regulation of transcription	GO:0045449	proc	other cellular processes
AT5G01310	AT5G01310	regulation of transcription	GO:0045449	proc	other metabolic processes
AT5G01320	AT5G01320.1	carboxy-lyase activity	GO:0016831	func	other enzyme activity
AT5G01320	AT5G01320.1	catalytic activity	GO:0003824	func	other enzyme activity
AT5G01320	AT5G01320.1	magnesium ion binding	GO:0000287	func	other binding
AT5G01320	AT5G01320.1	transferase activity	GO:0016740	func	transferase activity
AT5G01320	AT5G01320.1	thiamin pyrophosphate binding	GO:0030976	func	other binding
AT5G01320	AT5G01320	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01320	AT5G01320	pyruvate decarboxylase activity	GO:0004737	func	other enzyme activity
AT5G01330	AT5G01330.1	carboxy-lyase activity	GO:0016831	func	other enzyme activity
AT5G01330	AT5G01330.1	catalytic activity	GO:0003824	func	other enzyme activity
AT5G01330	AT5G01330.1	magnesium ion binding	GO:0000287	func	other binding
AT5G01330	AT5G01330.1	transferase activity	GO:0016740	func	transferase activity
AT5G01330	AT5G01330.1	thiamin pyrophosphate binding	GO:0030976	func	other binding
AT5G01330	AT5G01330	pyruvate decarboxylase activity	GO:0004737	func	other enzyme activity
AT5G01335	AT5G01335	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01335	AT5G01335	molecular_function	GO:0003674	func	unknown molecular functions
AT5G01335	AT5G01335	biological_process	GO:0008150	proc	unknown biological processes
AT5G01340	AT5G01340.1	membrane	GO:0016020	comp	other membranes
AT5G01340	AT5G01340.1	mitochondrial inner membrane	GO:0005743	comp	mitochondria
AT5G01340	AT5G01340.1	mitochondrial inner membrane	GO:0005743	comp	other membranes
AT5G01340	AT5G01340.1	mitochondrial inner membrane	GO:0005743	comp	other cytoplasmic components
AT5G01340	AT5G01340.1	mitochondrial inner membrane	GO:0005743	comp	other intracellular components
AT5G01340	AT5G01340.1	binding	GO:0005488	func	other binding
AT5G01340	AT5G01340.1	transporter activity	GO:0005215	func	transporter activity
AT5G01340	AT5G01340.1	transport	GO:0006810	proc	transport
AT5G01340	AT5G01340	mitochondrial inner membrane	GO:0005743	comp	mitochondria
AT5G01340	AT5G01340	mitochondrial inner membrane	GO:0005743	comp	other membranes
AT5G01340	AT5G01340	mitochondrial inner membrane	GO:0005743	comp	other cytoplasmic components
AT5G01340	AT5G01340	mitochondrial inner membrane	GO:0005743	comp	other intracellular components
AT5G01340	AT5G01340	binding	GO:0005488	func	other binding
AT5G01340	AT5G01340	mitochondrial transport	GO:0006839	proc	transport
AT5G01340	AT5G01340	mitochondrial transport	GO:0006839	proc	other cellular processes
AT5G01340	AT5G01340	transport	GO:0006810	proc	transport
AT5G01350	AT5G01350.1	endomembrane system	GO:0012505	comp	other cellular components
AT5G01350	AT5G01350	molecular_function	GO:0003674	func	unknown molecular functions
AT5G01350	AT5G01350	biological_process	GO:0008150	proc	unknown biological processes
AT5G01365	AT5G01365	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01365	AT5G01365	translational elongation	GO:0006414	proc	protein metabolism
AT5G01365	AT5G01365	translational elongation	GO:0006414	proc	other cellular processes
AT5G01365	AT5G01365	translational elongation	GO:0006414	proc	other metabolic processes
AT5G01365	AT5G01365	triplet codon-amino acid adaptor activity	GO:0030533	func	other binding
AT5G01365	AT5G01365	triplet codon-amino acid adaptor activity	GO:0030533	func	DNA or RNA binding
AT5G01365	AT5G01365	triplet codon-amino acid adaptor activity	GO:0030533	func	nucleic acid binding
AT5G01370	AT5G01370	molecular_function	GO:0003674	func	unknown molecular functions
AT5G01370	AT5G01370	biological_process	GO:0008150	proc	unknown biological processes
AT5G01380	AT5G01380	transcription factor activity	GO:0003700	func	transcription factor activity
AT5G01380	AT5G01380	regulation of transcription	GO:0045449	proc	transcription
AT5G01380	AT5G01380	regulation of transcription	GO:0045449	proc	other cellular processes
AT5G01380	AT5G01380	regulation of transcription	GO:0045449	proc	other metabolic processes
AT5G01390	AT5G01390.1	protein folding	GO:0006457	proc	protein metabolism
AT5G01390	AT5G01390.1	protein folding	GO:0006457	proc	other cellular processes
AT5G01390	AT5G01390.1	protein folding	GO:0006457	proc	other metabolic processes
AT5G01390	AT5G01390.1	unfolded protein binding	GO:0051082	func	protein binding
AT5G01390	AT5G01390.1	heat shock protein binding	GO:0031072	func	protein binding
AT5G01390	AT5G01390	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01390	AT5G01390	protein folding	GO:0006457	proc	protein metabolism
AT5G01390	AT5G01390	protein folding	GO:0006457	proc	other cellular processes
AT5G01390	AT5G01390	protein folding	GO:0006457	proc	other metabolic processes
AT5G01390	AT5G01390.2	protein folding	GO:0006457	proc	protein metabolism
AT5G01390	AT5G01390.2	protein folding	GO:0006457	proc	other cellular processes
AT5G01390	AT5G01390.2	protein folding	GO:0006457	proc	other metabolic processes
AT5G01390	AT5G01390.2	unfolded protein binding	GO:0051082	func	protein binding
AT5G01390	AT5G01390.2	heat shock protein binding	GO:0031072	func	protein binding
AT5G01390	AT5G01390.3	protein folding	GO:0006457	proc	protein metabolism
AT5G01390	AT5G01390.3	protein folding	GO:0006457	proc	other cellular processes
AT5G01390	AT5G01390.3	protein folding	GO:0006457	proc	other metabolic processes
AT5G01390	AT5G01390.3	unfolded protein binding	GO:0051082	func	protein binding
AT5G01390	AT5G01390.3	heat shock protein binding	GO:0031072	func	protein binding
AT5G01390	AT5G01390.4	protein folding	GO:0006457	proc	protein metabolism
AT5G01390	AT5G01390.4	protein folding	GO:0006457	proc	other cellular processes
AT5G01390	AT5G01390.4	protein folding	GO:0006457	proc	other metabolic processes
AT5G01390	AT5G01390.4	unfolded protein binding	GO:0051082	func	protein binding
AT5G01390	AT5G01390.4	heat shock protein binding	GO:0031072	func	protein binding
AT5G01400	AT5G01400.1	binding	GO:0005488	func	other binding
AT5G01400	AT5G01400	mRNA cleavage and polyadenylation specificity factor complex	GO:0005847	comp	nucleus
AT5G01400	AT5G01400	mRNA cleavage and polyadenylation specificity factor complex	GO:0005847	comp	other intracellular components
AT5G01400	AT5G01400	RNA processing	GO:0006396	proc	other cellular processes
AT5G01400	AT5G01400	RNA processing	GO:0006396	proc	other metabolic processes
AT5G01400	AT5G01400	posttranscriptional gene silencing by RNA	GO:0035194	proc	other cellular processes
AT5G01410	AT5G01410	cytosol	GO:0005829	comp	cytosol
AT5G01410	AT5G01410	plasma membrane	GO:0005886	comp	plasma membrane
AT5G01410	AT5G01410	cellular amino acid metabolic process	GO:0006520	proc	other cellular processes
AT5G01410	AT5G01410	cellular amino acid metabolic process	GO:0006520	proc	other metabolic processes
AT5G01410	AT5G01410	chlorophyll metabolic process	GO:0015994	proc	other cellular processes
AT5G01410	AT5G01410	chlorophyll metabolic process	GO:0015994	proc	other metabolic processes
AT5G01410	AT5G01410	response to oxidative stress	GO:0006979	proc	response to stress
AT5G01410	AT5G01410	pyridoxine biosynthetic process	GO:0008615	proc	other cellular processes
AT5G01410	AT5G01410	pyridoxine biosynthetic process	GO:0008615	proc	other metabolic processes
AT5G01410	AT5G01410	response to absence of light	GO:0009646	proc	response to abiotic or biotic stimulus
AT5G01410	AT5G01410	response to lipid hydroperoxide	GO:0006982	proc	response to stress
AT5G01410	AT5G01410	response to salt stress	GO:0009651	proc	response to stress
AT5G01410	AT5G01410	response to salt stress	GO:0009651	proc	response to abiotic or biotic stimulus
AT5G01410	AT5G01410	response to stress	GO:0006950	proc	response to stress
AT5G01410	AT5G01410	endomembrane system	GO:0012505	comp	other cellular components
AT5G01410	AT5G01410	hyperosmotic salinity response	GO:0042538	proc	response to stress
AT5G01410	AT5G01410	hyperosmotic salinity response	GO:0042538	proc	response to abiotic or biotic stimulus
AT5G01410	AT5G01410	protein homodimerization activity	GO:0042803	func	protein binding
AT5G01410	AT5G01410	protein heterodimerization activity	GO:0046982	func	protein binding
AT5G01410	AT5G01410	vitamin B6 biosynthetic process	GO:0042819	proc	other cellular processes
AT5G01410	AT5G01410	vitamin B6 biosynthetic process	GO:0042819	proc	other metabolic processes
AT5G01410	AT5G01410	response to UV-B	GO:0010224	proc	response to abiotic or biotic stimulus
AT5G01410	AT5G01410	response to non-ionic osmotic stress	GO:0010335	proc	response to stress
AT5G01410	AT5G01410	response to non-ionic osmotic stress	GO:0010335	proc	response to abiotic or biotic stimulus
AT5G01420	AT5G01420.1	electron carrier activity	GO:0009055	func	other molecular functions
AT5G01420	AT5G01420.1	protein disulfide oxidoreductase activity	GO:0015035	func	other enzyme activity
AT5G01420	AT5G01420.1	cell redox homeostasis	GO:0045454	proc	other cellular processes
AT5G01430	AT5G01430.1	vesicle-mediated transport	GO:0016192	proc	transport
AT5G01430	AT5G01430.1	vesicle-mediated transport	GO:0016192	proc	other cellular processes
AT5G01430	AT5G01430	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01430	AT5G01430	molecular_function	GO:0003674	func	unknown molecular functions
AT5G01430	AT5G01430	vesicle-mediated transport	GO:0016192	proc	transport
AT5G01430	AT5G01430	vesicle-mediated transport	GO:0016192	proc	other cellular processes
AT5G01440	AT5G01440	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01440	AT5G01440	molecular_function	GO:0003674	func	unknown molecular functions
AT5G01440	AT5G01440	biological_process	GO:0008150	proc	unknown biological processes
AT5G01445	AT5G01445.1	mitochondrion	GO:0005739	comp	mitochondria
AT5G01445	AT5G01445	molecular_function	GO:0003674	func	unknown molecular functions
AT5G01445	AT5G01445	biological_process	GO:0008150	proc	unknown biological processes
AT5G01450	AT5G01450.1	protein binding	GO:0005515	func	protein binding
AT5G01450	AT5G01450.1	zinc ion binding	GO:0008270	func	other binding
AT5G01450	AT5G01450	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01450	AT5G01450	biological_process	GO:0008150	proc	unknown biological processes
AT5G01460	AT5G01460	membrane	GO:0016020	comp	other membranes
AT5G01470	AT5G01470	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01470	AT5G01470	molecular_function	GO:0003674	func	unknown molecular functions
AT5G01470	AT5G01470	biological_process	GO:0008150	proc	unknown biological processes
AT5G01480	AT5G01480	cellular_component	GO:0005575	comp	unknown cellular components
AT5G01480	AT5G01480.1	protein binding	GO:0005515	func	protein binding
AT5G01480	AT5G01480.1	zinc ion binding	GO:0008270	func	other binding
AT5G01480	AT5G01480.1	intracellular signaling cascade	GO:0007242	proc	signal transduction
AT5G01490	AT5G01490	vacuolar membrane	GO:0005774	comp	other membranes
AT5G01490	AT5G01490	vacuolar membrane	GO:0005774	comp	other cytoplasmic components
AT5G01490	AT5G01490	vacuolar membrane	GO:0005774	comp	other intracellular components
AT5G01490	AT5G01490	calcium:cation antiporter activity	GO:0015368	func	transporter activity
AT5G01490	AT5G01490	calcium:cation antiporter activity	GO:0015368	func	transporter activity
AT5G01490	AT5G01490	calcium:hydrogen antiporter activity	GO:0015369	func	transporter activity
AT5G01490	AT5G01490	cation:cation antiporter activity	GO:0015491	func	transporter activity
AT5G01490	AT5G01490	cation:cation antiporter activity	GO:0015491	func	transporter activity
AT5G01490	AT5G01490	cation:cation antiporter activity	GO:0015491	func	transporter activity
AT5G01490	AT5G01490	calcium ion transport	GO:0006816	proc	transport
AT5G01490	AT5G01490	plant-type vacuole membrane	GO:0009705	comp	other membranes
AT5G01490	AT5G01490	plant-type vacuole membrane	GO:0009705	comp	other cytoplasmic components
AT5G01490	AT5G01490	plant-type vacuole membrane	GO:0009705	comp	other intracellular components
AT5G01500	AT5G01500.1	chloroplast	GO:0009507	comp	chloroplast
AT5G01500	AT5G01500.1	transport	GO:0006810	proc	transport
AT5G01500	AT5G01500.1	chloroplast envelope	GO:0009941	comp	plastid
AT5G01500	AT5G01500.1	chloroplast envelope	GO:0009941	comp	chloroplast
AT5G01500	AT5G01500.1	chloroplast envelope	GO:0009941	comp	other cytoplasmic components
AT5G01500	AT5G01500.1	chloroplast envelope	GO:0009941	comp	other intracellular components
AT5G01500	AT5G01500	mitochondrial inner membrane	GO:0005743	comp	mitochondria
